node1,node2,radius
[0.28946412 0.9568068  0.00394775],[0.30208741 1.         0.00394775],0.0063492829946961826
[0.2841477  0.92456801 0.00334635],[0.28946412 0.9568068  0.00394775],0.0063417799837717
[0.29311826 0.94209973 0.0091603 ],[0.28946412 0.9568068  0.00394775],0.0016640828055135806
[0.28077033 0.89270703 0.00247708],[0.2841477  0.92456801 0.00334635],0.006170998332077286
[0.29465798 0.91321675 0.00809136],[0.2841477  0.92456801 0.00334635],0.0022002321764570776
[0.29718286 0.92946973 0.00784124],[0.29311826 0.94209973 0.0091603 ],0.0015457767518879818
[2.91039761e-01 9.32445433e-01 2.01944221e-04],[0.29311826 0.94209973 0.0091603 ],0.0008333333333333334
[0.27781212 0.86145796 0.00438228],[0.28077033 0.89270703 0.00247708],0.0055534202808236064
[0.26587689 0.88662454 0.0053372 ],[0.28077033 0.89270703 0.00247708],0.0035016588455839726
[0.30645585 0.90282137 0.01025905],[0.29465798 0.91321675 0.00809136],0.001282109530047321
[0.28639897 0.90285338 0.00661926],[0.29465798 0.91321675 0.00809136],0.001963135235546713
[0.30805832 0.92175829 0.00765204],[0.29718286 0.92946973 0.00784124],0.0012171478171303508
[0.28944837 0.91902304 0.0108114 ],[0.29718286 0.92946973 0.00784124],0.0012171478171303506
[0.26895411 0.83208461 0.00774988],[0.27781212 0.86145796 0.00438228],0.004665733473221822
[0.28929977 0.8496118  0.00446589],[0.27781212 0.86145796 0.00438228],0.003714554150665343
[0.25043362 0.88273001 0.00819554],[0.26587689 0.88662454 0.0053372 ],0.0032701452015757226
[0.26168688 0.8991426  0.00346107],[0.26587689 0.88662454 0.0053372 ],0.0017069826004149943
[0.31828452 0.8926646  0.01229471],[0.30645585 0.90282137 0.01025905],0.0010936282814384937
[ 3.10710224e-01  8.96033377e-01 -3.99336801e-04],[0.30645585 0.90282137 0.01025905],0.0008333333333333334
[2.83371309e-01 8.91425067e-01 4.54458253e-04],[0.28639897 0.90285338 0.00661926],0.0019051083471430328
[0.28009964 0.89175346 0.01047777],[0.28639897 0.90285338 0.00661926],0.0008333333333333334
[0.32100591 0.92126755 0.01079797],[0.30805832 0.92175829 0.00765204],0.0010583326651951185
[ 3.18391948e-01  9.23618789e-01 -5.65771396e-04],[0.30805832 0.92175829 0.00765204],0.0008333333333333334
[0.28202885 0.90808895 0.01259307],[0.28944837 0.91902304 0.0108114 ],0.0010583326651951183
[0.27892895 0.91767907 0.00272972],[0.28944837 0.91902304 0.0108114 ],0.0008333333333333334
[0.26208143 0.80257455 0.00730676],[0.26895411 0.83208461 0.00774988],0.004544369119886832
[ 0.25976279  0.82234097 -0.00160812],[0.26895411 0.83208461 0.00774988],0.0015973287306058554
[0.30266326 0.84021381 0.00417255],[0.28929977 0.8496118  0.00446589],0.0031043639380753337
[0.301747   0.85378275 0.00213192],[0.28929977 0.8496118  0.00446589],0.0025077207004480318
[0.23493375 0.87920895 0.00615166],[0.25043362 0.88273001 0.00819554],0.0028245494125618146
[0.24217988 0.87235757 0.00963289],[0.25043362 0.88273001 0.00819554],0.002070309705022637
[0.25833051 0.9119225  0.00167593],[0.26168688 0.8991426  0.00346107],0.0013440816362628033
[0.25013671 0.89686949 0.00972241],[0.26168688 0.8991426  0.00346107],0.0013440816362628033
[0.3302856  0.88953908 0.00739748],[0.31828452 0.8926646  0.01229471],0.0008333333333333334
[0.31979916 0.88185729 0.00463406],[0.31828452 0.8926646  0.01229471],0.0008333333333333334
[2.76685717e-01 8.79890984e-01 2.41030633e-04],[2.83371309e-01 8.91425067e-01 4.54458253e-04],0.00145158640923186
[2.94278505e-01 8.83757192e-01 5.75087618e-04],[2.83371309e-01 8.91425067e-01 4.54458253e-04],0.0015457767518879818
[0.33358673 0.92108308 0.00638587],[0.32100591 0.92126755 0.01079797],0.0008333333333333334
[0.32850944 0.93202721 0.01318641],[0.32100591 0.92126755 0.01079797],0.0008333333333333334
[0.27326126 0.89898874 0.00833946],[0.28202885 0.90808895 0.01259307],0.0010583326651951185
[0.25627628 0.77347293 0.00503373],[0.26208143 0.80257455 0.00730676],0.0036350900381427963
[0.27218468 0.79024525 0.00371458],[0.26208143 0.80257455 0.00730676],0.0032759978353695805
[ 0.24861721  0.81505321 -0.00094287],[ 0.25976279  0.82234097 -0.00160812],0.0012171478171303508
[0.24800306 0.82767817 0.00170863],[ 0.25976279  0.82234097 -0.00160812],0.0012171478171303508
[0.31796669 0.83498576 0.00472472],[0.30266326 0.84021381 0.00417255],0.0025558830594402974
[0.3037457  0.82750434 0.00805526],[0.30266326 0.84021381 0.00417255],0.002147790164204113
[0.31402582 0.85897734 0.00228822],[0.301747   0.85378275 0.00213192],0.0024473526231138395
[0.30884533 0.86086175 0.01092278],[0.301747   0.85378275 0.00213192],0.0008333333333333334
[0.22041464 0.87404186 0.0053477 ],[0.23493375 0.87920895 0.00615166],0.0010936282814384937
[0.22895764 0.89096182 0.0081351 ],[0.23493375 0.87920895 0.00615166],0.002723211716857649
[0.240441   0.85926002 0.01142405],[0.24217988 0.87235757 0.00963289],0.0020180742979748604
[2.42798784e-01 8.62981101e-01 1.73686815e-04],[0.24217988 0.87235757 0.00963289],0.0008333333333333334
[0.25923608 0.92406183 0.00711599],[0.25833051 0.9119225  0.00167593],0.0012171478171303508
[2.65365977e-01 9.23187961e-01 5.05765080e-04],[0.25833051 0.9119225  0.00167593],0.0008333333333333334
[0.23814457 0.89175317 0.01251339],[0.25013671 0.89686949 0.00972241],0.0008333333333333334
[0.24571674 0.88628104 0.00293075],[0.25013671 0.89686949 0.00972241],0.0012171478171303508
[0.27319932 0.86756982 0.00395743],[2.76685717e-01 8.79890984e-01 2.41030633e-04],0.0013440816362628035
[0.26759841 0.87842849 0.00988778],[2.76685717e-01 8.79890984e-01 2.41030633e-04],0.0008333333333333334
[3.04202512e-01 8.74864207e-01 1.20467550e-04],[2.94278505e-01 8.83757192e-01 5.75087618e-04],0.00145158640923186
[0.30184242 0.89005558 0.00956927],[2.94278505e-01 8.83757192e-01 5.75087618e-04],0.0008333333333333334
[ 0.26840798  0.89305677 -0.00257087],[0.27326126 0.89898874 0.00833946],0.0008333333333333334
[0.26171399 0.89960524 0.0149771 ],[0.27326126 0.89898874 0.00833946],0.0008333333333333334
[0.25308863 0.74441283 0.00559368],[0.25627628 0.77347293 0.00503373],0.003510945315439689
[0.26612331 0.76157097 0.00985155],[0.25627628 0.77347293 0.00503373],0.0013812465444843806
[0.28399115 0.77918784 0.00329836],[0.27218468 0.79024525 0.00371458],0.0030470532813405833
[0.28512135 0.79321418 0.00244736],[0.27218468 0.79024525 0.00371458],0.0016301661512080315
[0.23767596 0.81037978 0.00507593],[ 0.24861721  0.81505321 -0.00094287],0.0010583326651951185
[0.24242756 0.81643865 0.01078516],[ 0.24861721  0.81505321 -0.00094287],0.0008333333333333334
[0.23621287 0.82479853 0.00722922],[0.24800306 0.82767817 0.00170863],0.0010583326651951185
[0.25133044 0.84058467 0.00134981],[0.24800306 0.82767817 0.00170863],0.0008333333333333334
[0.33369358 0.83205929 0.00568473],[0.31796669 0.83498576 0.00472472],0.002497322248023165
[0.32851094 0.83713505 0.01259727],[0.31796669 0.83498576 0.00472472],0.0008333333333333334
[0.30349563 0.81467804 0.01168862],[0.3037457  0.82750434 0.00805526],0.0020703097050226373
[0.29299977 0.82098116 0.00361106],[0.3037457  0.82750434 0.00805526],0.0008333333333333334
[0.32599945 0.86464321 0.00380739],[0.31402582 0.85897734 0.00228822],0.0023845835258029806
[0.32361915 0.85915904 0.01154634],[0.31402582 0.85897734 0.00228822],0.0008333333333333334
[0.21229951 0.86375943 0.0028589 ],[0.22041464 0.87404186 0.0053477 ],0.0008333333333333334
[0.21870307 0.86453343 0.01453672],[0.22041464 0.87404186 0.0053477 ],0.0008333333333333334
[0.23008029 0.90362615 0.00411862],[0.22895764 0.89096182 0.0081351 ],0.002661300561780035
[0.21972653 0.8987895  0.01372901],[0.22895764 0.89096182 0.0081351 ],0.0010583326651951183
[0.24258509 0.84618995 0.00988975],[0.240441   0.85926002 0.01142405],0.001630166151208031
[0.2304734  0.8521505  0.00614395],[0.240441   0.85926002 0.01142405],0.0015457767518879816
[0.26146119 0.93707053 0.00901348],[0.25923608 0.92406183 0.00711599],0.0010583326651951185
[0.27159699 0.92347702 0.01208022],[0.25923608 0.92406183 0.00711599],0.0008333333333333334
[0.26370957 0.93641091 0.00093893],[2.65365977e-01 9.23187961e-01 5.05765080e-04],0.0008333333333333334
[ 2.39310199e-01  8.75135460e-01 -6.06188100e-04],[0.24571674 0.88628104 0.00293075],0.0008333333333333334
[0.25209192 0.87563815 0.00781581],[0.24571674 0.88628104 0.00293075],0.0010583326651951185
[0.27085399 0.85464998 0.00164331],[0.27319932 0.86756982 0.00395743],0.0010583326651951185
[0.26085807 0.86415257 0.00767144],[0.27319932 0.86756982 0.00395743],0.0010583326651951185
[0.31397992 0.87002404 0.0077855 ],[3.04202512e-01 8.74864207e-01 1.20467550e-04],0.0010583326651951185
[0.29693459 0.86376299 0.00143125],[3.04202512e-01 8.74864207e-01 1.20467550e-04],0.0012171478171303508
[0.31365894 0.89485362 0.01345855],[0.30184242 0.89005558 0.00956927],0.0008333333333333334
[0.24875804 0.72034016 0.00401796],[0.25308863 0.74441283 0.00559368],0.0033338979246637208
[0.26533497 0.73362694 0.00476721],[0.25308863 0.74441283 0.00559368],0.0015465637192568196
[0.27787002 0.75529659 0.01050342],[0.26612331 0.76157097 0.00985155],0.0012171478171303508
[0.27607857 0.75796199 0.00174933],[0.26612331 0.76157097 0.00985155],0.0008333333333333334
[0.29552466 0.76884543 0.0049215 ],[0.28399115 0.77918784 0.00329836],0.002787764691338409
[0.27506374 0.76937333 0.00197373],[0.28399115 0.77918784 0.00329836],0.0016301661512080317
[ 2.94326467e-01  8.02389377e-01 -5.29112259e-04],[0.28512135 0.79321418 0.00244736],0.0013440816362628033
[2.91848273e-01 7.81895510e-01 3.46398593e-04],[0.28512135 0.79321418 0.00244736],0.0012171478171303508
[0.22697852 0.80563933 0.01146894],[0.23767596 0.81037978 0.00507593],0.0008333333333333334
[0.23831715 0.7992304  0.01236001],[0.23767596 0.81037978 0.00507593],0.0008333333333333334
[0.22341075 0.8212945  0.00596223],[0.23621287 0.82479853 0.00722922],0.0008333333333333334
[0.22543661 0.82904037 0.01383654],[0.23621287 0.82479853 0.00722922],0.0008333333333333334
[0.3484227  0.82615774 0.00526362],[0.33369358 0.83205929 0.00568473],0.0022300877873408943
[ 3.45280031e-01  8.28739398e-01 -1.70503986e-05],[0.33369358 0.83205929 0.00568473],0.0014515864092318597
[0.31229496 0.80473968 0.01043222],[0.30349563 0.81467804 0.01168862],0.0012171478171303508
[0.31680599 0.81433815 0.01239332],[0.30349563 0.81467804 0.01168862],0.0019051083471430324
[ 2.80700814e-01  8.23667366e-01 -7.81870973e-04],[0.29299977 0.82098116 0.00361106],0.0008333333333333334
[0.33882867 0.86821595 0.00315592],[0.32599945 0.86464321 0.00380739],0.002319142967265688
[0.3282833  0.86844878 0.01638035],[0.32599945 0.86464321 0.00380739],0.0008333333333333334
[0.22931969 0.91679834 0.00219698],[0.23008029 0.90362615 0.00411862],0.0025965247446065537
[0.2376716  0.91360777 0.0086482 ],[0.23008029 0.90362615 0.00411862],0.0010583326651951185
[0.21136314 0.90886781 0.0112272 ],[0.21972653 0.8987895  0.01372901],0.0010583326651951185
[0.24728055 0.83428827 0.01364216],[0.24258509 0.84618995 0.00988975],0.0015457767518879814
[0.25460254 0.84042488 0.01024006],[0.24258509 0.84618995 0.00988975],0.0008333333333333334
[0.21751874 0.8510413  0.00319028],[0.2304734  0.8521505  0.00614395],0.0014515864092318597
[0.22395261 0.86301113 0.00198415],[0.2304734  0.8521505  0.00614395],0.0008333333333333334
[0.26471457 0.94992802 0.01038402],[0.26146119 0.93707053 0.00901348],0.0008333333333333334
[0.25142764 0.94541481 0.00627879],[0.26146119 0.93707053 0.00901348],0.0008333333333333334
[0.2849261  0.92314485 0.01212766],[0.27159699 0.92347702 0.01208022],0.0008333333333333334
[0.26189347 0.87258511 0.01632383],[0.25209192 0.87563815 0.00781581],0.0008333333333333334
[0.26139117 0.86862385 0.00132726],[0.25209192 0.87563815 0.00781581],0.0008333333333333334
[0.26124092 0.84544641 0.00245632],[0.27085399 0.85464998 0.00164331],0.0008333333333333334
[2.74851267e-01 8.42030775e-01 4.48458615e-05],[0.27085399 0.85464998 0.00164331],0.0008333333333333334
[0.24990848 0.85685131 0.00981056],[0.26085807 0.86415257 0.00767144],0.0008333333333333334
[0.2602972  0.85262554 0.01434907],[0.26085807 0.86415257 0.00767144],0.0008333333333333334
[0.32363203 0.87466046 0.01573021],[0.31397992 0.87002404 0.0077855 ],0.0008333333333333334
[ 3.24563023e-01  8.69370549e-01 -2.98354173e-04],[0.31397992 0.87002404 0.0077855 ],0.0008333333333333334
[0.28401477 0.86093901 0.00312863],[0.29693459 0.86376299 0.00143125],0.0010583326651951185
[0.29431707 0.85796737 0.01315035],[0.29693459 0.86376299 0.00143125],0.0008333333333333334
[0.24576815 0.69638137 0.0047115 ],[0.24875804 0.72034016 0.00401796],0.0029065124935159768
[0.23702086 0.7104809  0.01012844],[0.24875804 0.72034016 0.00401796],0.0020660948753515717
[0.28036219 0.72766619 0.00407136],[0.26533497 0.73362694 0.00476721],0.0014123615564860838
[ 0.27292391  0.72259625 -0.00141928],[0.26533497 0.73362694 0.00476721],0.0008333333333333334
[0.28232318 0.74274946 0.00978461],[0.27787002 0.75529659 0.01050342],0.0010583326651951185
[0.28808349 0.75680523 0.0020662 ],[0.27787002 0.75529659 0.01050342],0.0008333333333333334
[0.30970584 0.76276418 0.00517079],[0.29552466 0.76884543 0.0049215 ],0.0026504604930117125
[0.29922579 0.75611571 0.00634756],[0.29552466 0.76884543 0.0049215 ],0.0012171478171303508
[ 2.66151957e-01  7.59824510e-01 -7.05420675e-04],[0.27506374 0.76937333 0.00197373],0.0013440816362628035
[2.62350410e-01 7.72950890e-01 1.43412595e-04],[0.27506374 0.76937333 0.00197373],0.0012171478171303506
[0.30288754 0.81231263 0.00192342],[ 2.94326467e-01  8.02389377e-01 -5.29112259e-04],0.0012171478171303508
[0.30614902 0.80149756 0.00557085],[ 2.94326467e-01  8.02389377e-01 -5.29112259e-04],0.0008333333333333334
[2.97820408e-01 7.69974526e-01 3.85387724e-04],[2.91848273e-01 7.81895510e-01 3.46398593e-04],0.0008333333333333334
[0.28612273 0.77209293 0.00733964],[2.91848273e-01 7.81895510e-01 3.46398593e-04],0.0010583326651951185
[0.2319595  0.78752395 0.01292309],[0.23831715 0.7992304  0.01236001],0.0008333333333333334
[0.21122275 0.82666234 0.00660768],[0.22341075 0.8212945  0.00596223],0.0008333333333333334
[0.36262435 0.81949523 0.00419339],[0.3484227  0.82615774 0.00526362],0.0010936282814384937
[0.36153794 0.82944613 0.00437854],[0.3484227  0.82615774 0.00526362],0.002080255215434122
[3.58373888e-01 8.31236969e-01 2.84321856e-04],[ 3.45280031e-01  8.28739398e-01 -1.70503986e-05],0.0012171478171303506
[0.35254468 0.81770868 0.00180665],[ 3.45280031e-01  8.28739398e-01 -1.70503986e-05],0.0010583326651951185
[0.31565601 0.79183846 0.01063121],[0.31229496 0.80473968 0.01043222],0.0010583326651951185
[0.30569663 0.79404477 0.01488854],[0.31229496 0.80473968 0.01043222],0.0008333333333333334
[0.32978238 0.81623528 0.0099867 ],[0.31680599 0.81433815 0.01239332],0.001777738570494213
[0.32790391 0.81017369 0.00628832],[0.31680599 0.81433815 0.01239332],0.0010583326651951185
[0.35127395 0.87271004 0.00479786],[0.33882867 0.86821595 0.00315592],0.0018243231513693939
