node1,node2,radius
[0.95652491 0.48808959 0.00717779],[1.         0.49970493 0.00717779],0.011177681239329744
[0.92739423 0.47188926 0.00692443],[0.95652491 0.48808959 0.00717779],0.010484297581122862
[0.93183556 0.50754877 0.00636432],[0.95652491 0.48808959 0.00717779],0.007706739571601994
[0.90024705 0.45371051 0.00765167],[0.92739423 0.47188926 0.00692443],0.010289582872085075
[0.91600264 0.44458757 0.01925868],[0.92739423 0.47188926 0.00692443],0.0031522998853494083
[0.91116667 0.53027259 0.00936822],[0.93183556 0.50754877 0.00636432],0.007395763483024477
[0.91606652 0.50102563 0.00836722],[0.93183556 0.50754877 0.00636432],0.0031203619752540393
[0.8743957  0.43480096 0.00884394],[0.90024705 0.45371051 0.00765167],0.00786380801989497
[0.87013527 0.45863071 0.01230687],[0.90024705 0.45371051 0.00765167],0.007817194048896418
[0.91354344 0.43209875 0.01528885],[0.91600264 0.44458757 0.01925868],0.0029733992922691965
[0.90827195 0.44003313 0.00939606],[0.91600264 0.44458757 0.01925868],0.0014515864092318597
[0.88890351 0.55074681 0.01122076],[0.91116667 0.53027259 0.00936822],0.006997978899956116
[0.91709094 0.55692963 0.00846324],[0.91116667 0.53027259 0.00936822],0.0033377525118922385
[0.90133089 0.49367809 0.00578792],[0.91606652 0.50102563 0.00836722],0.002972083502496611
[0.91505871 0.48786397 0.01024681],[0.91606652 0.50102563 0.00836722],0.0013440816362628033
[0.8483063  0.4173524  0.00690091],[0.8743957  0.43480096 0.00884394],0.007780883013123335
[0.85897642 0.44217675 0.01188559],[0.8743957  0.43480096 0.00884394],0.0018984189810797502
[0.84084964 0.46630149 0.01364295],[0.87013527 0.45863071 0.01230687],0.007734508307245449
[0.86459766 0.47674242 0.01227098],[0.87013527 0.45863071 0.01230687],0.0018894100401457591
[0.90981689 0.41961716 0.01244271],[0.91354344 0.43209875 0.01528885],0.0012171478171303508
[0.92480202 0.42580925 0.01190296],[0.91354344 0.43209875 0.01528885],0.002894529427018636
[ 0.90214378  0.4450273  -0.00134086],[0.90827195 0.44003313 0.00939606],0.0008333333333333334
[0.89711852 0.43347522 0.01261672],[0.90827195 0.44003313 0.00939606],0.0013440816362628033
