node1,node2,radius
[0.50508876 0.95765386 0.01229921],[0.52031388 1.         0.01229921],0.007371650422773972
[0.49595149 0.92632696 0.01053812],[0.50508876 0.95765386 0.01229921],0.0067728620036194434
[0.51309555 0.94635116 0.01127855],[0.50508876 0.95765386 0.01229921],0.005397544602419292
[0.48222897 0.89749028 0.00781368],[0.49595149 0.92632696 0.01053812],0.006501929909569043
[0.48395748 0.91969722 0.01342726],[0.49595149 0.92632696 0.01053812],0.002733226438682395
[0.52206294 0.93594331 0.01028435],[0.51309555 0.94635116 0.01127855],0.005379440659842906
[ 0.51405054  0.95084759 -0.00123736],[0.51309555 0.94635116 0.01127855],0.0008333333333333334
[0.46672154 0.87030978 0.00471124],[0.48222897 0.89749028 0.00781368],0.005954902593683918
[0.49084295 0.88740118 0.00647686],[0.48222897 0.89749028 0.00781368],0.003464093535702378
[0.47056416 0.91609208 0.01415054],[0.48395748 0.91969722 0.01342726],0.0026805996784479025
[0.47816147 0.9184648  0.00148301],[0.48395748 0.91969722 0.01342726],0.0008333333333333334
[0.53046233 0.92531623 0.00851127],[0.52206294 0.93594331 0.01028435],0.004961904426769273
[0.53181523 0.94503565 0.01028513],[0.52206294 0.93594331 0.01028435],0.0027825581593463405
[0.45579059 0.84145372 0.00537491],[0.46672154 0.87030978 0.00471124],0.005793345598926634
[4.58833142e-01 8.60307900e-01 7.72540858e-04],[0.46672154 0.87030978 0.00471124],0.0020718981877064597
[0.50100797 0.87885237 0.00530719],[0.49084295 0.88740118 0.00647686],0.0031186485829294425
[0.48338127 0.8764563  0.00799699],[0.49084295 0.88740118 0.00647686],0.0019631352355467127
[0.45752989 0.91482138 0.0116464 ],[0.47056416 0.91609208 0.01415054],0.0024000444693515564
[0.47146679 0.9039701  0.00867142],[0.47056416 0.91609208 0.01415054],0.0015457767518879818
[0.54084235 0.91718846 0.00538064],[0.53046233 0.92531623 0.00851127],0.004891519697966173
[0.52090143 0.91629522 0.00627778],[0.53046233 0.92531623 0.00851127],0.0013440816362628035
[0.54352603 0.95089865 0.00778312],[0.53181523 0.94503565 0.01028513],0.0027232117168576476
[0.52808198 0.95750863 0.00741019],[0.53181523 0.94503565 0.01028513],0.0010583326651951185
[0.44731632 0.81246393 0.00783514],[0.45579059 0.84145372 0.00537491],0.005398804716599166
[0.46263629 0.83045037 0.00851189],[0.45579059 0.84145372 0.00537491],0.0028553422913790883
[0.44674066 0.8550075  0.00263142],[4.58833142e-01 8.60307900e-01 7.72540858e-04],0.001843513575892039
[0.46596051 0.84911196 0.00204897],[4.58833142e-01 8.60307900e-01 7.72540858e-04],0.0012171478171303508
[0.51078035 0.87023087 0.00248798],[0.50100797 0.87885237 0.00530719],0.003075939332468453
[0.51350978 0.88323283 0.00379258],[0.50100797 0.87885237 0.00530719],0.0008333333333333334
[0.47099057 0.87229576 0.01063105],[0.48338127 0.8764563  0.00799699],0.0015457767518879816
[0.47195656 0.8806542  0.00255353],[0.48338127 0.8764563  0.00799699],0.0015457767518879811
[0.44523982 0.91054927 0.00873418],[0.45752989 0.91482138 0.0116464 ],0.0022234885976125758
[0.45500872 0.90508195 0.00289625],[0.45752989 0.91482138 0.0116464 ],0.0012171478171303508
[0.47558933 0.89195458 0.01272232],[0.47146679 0.9039701  0.00867142],0.00145158640923186
[ 0.47325431  0.89751078 -0.00285506],[0.47146679 0.9039701  0.00867142],0.0008333333333333334
[0.55065413 0.90802939 0.00608561],[0.54084235 0.91718846 0.00538064],0.004831220641033575
