node1,node2,radius
[0.01503469 0.90797314 0.00800369],[0.         0.86555902 0.00800369],0.006246844406259332
[0.0317043  0.93675431 0.00579478],[0.01503469 0.90797314 0.00800369],0.006209832876149698
[0.03047039 0.9078093  0.00430709],[0.01503469 0.90797314 0.00800369],0.002445565952595019
[0.0519932  0.96219207 0.00275398],[0.0317043  0.93675431 0.00579478],0.005974822186595587
[0.05089216 0.93949896 0.00155581],[0.0317043  0.93675431 0.00579478],0.002453744421237015
[0.04367271 0.90905898 0.00292326],[0.03047039 0.9078093  0.00430709],0.0017548289466253174
[0.03683788 0.91731678 0.01115112],[0.03047039 0.9078093  0.00430709],0.001963135235546713
[0.07785749 0.98110782 0.00203463],[0.0519932  0.96219207 0.00275398],0.005902768456952413
[0.04984108 0.98183321 0.00633357],[0.0519932  0.96219207 0.00275398],0.0015196297692847578
[6.68163860e-02 9.38246312e-01 2.63055531e-04],[0.05089216 0.93949896 0.00155581],0.001833277519329394
[0.05815563 0.94943813 0.00667761],[0.05089216 0.93949896 0.00155581],0.0019051083471430328
[0.05699225 0.90907775 0.00231729],[0.04367271 0.90905898 0.00292326],0.0015465637192568194
[0.05479131 0.91401963 0.00835893],[0.04367271 0.90905898 0.00292326],0.0010583326651951185
[0.04449305 0.92807708 0.01299291],[0.03683788 0.91731678 0.01115112],0.001843513575892039
[0.03187544 0.92697733 0.00341641],[0.03683788 0.91731678 0.01115112],0.0010583326651951185
[0.10546027 0.99616725 0.00246499],[0.07785749 0.98110782 0.00203463],0.0058870173944651685
[0.09212156 0.98941413 0.01389446],[0.07785749 0.98110782 0.00203463],0.0008333333333333334
[0.04356924 1.00057506 0.00808945],[0.04984108 0.98183321 0.00633357],0.0013812465444843804
[0.04890674 0.99455303 0.01022084],[0.04984108 0.98183321 0.00633357],0.0008333333333333334
[0.08252206 0.93973166 0.00201752],[6.68163860e-02 9.38246312e-01 2.63055531e-04],0.001732768422533303
[0.0683042  0.92932326 0.01005813],[6.68163860e-02 9.38246312e-01 2.63055531e-04],0.0008333333333333334
[0.06066845 0.96232036 0.00432993],[0.05815563 0.94943813 0.00667761],0.0017777385704942133
[7.00485800e-02 9.51159488e-01 9.00723005e-04],[0.05815563 0.94943813 0.00667761],0.0010583326651951185
[0.0702626  0.90856546 0.00112856],[0.05699225 0.90907775 0.00231729],0.0014123615564860836
[0.0625603  0.89713818 0.00437185],[0.05699225 0.90907775 0.00231729],0.0008333333333333334
[0.06691426 0.91953496 0.00898565],[0.05479131 0.91401963 0.00835893],0.0008333333333333334
[0.05001626 0.92501795 0.01419105],[0.05479131 0.91401963 0.00835893],0.0008333333333333334
[0.04953347 0.9404192  0.01320281],[0.04449305 0.92807708 0.01299291],0.0017777385704942131
[0.03207965 0.93294253 0.01288018],[0.04449305 0.92807708 0.01299291],0.0008333333333333334
[0.03013    0.94001108 0.00121355],[0.03187544 0.92697733 0.00341641],0.0008333333333333334
[0.04201437 0.93557785 0.00241093],[0.03187544 0.92697733 0.00341641],0.0008333333333333334
[0.12843507 1.0054404  0.00469291],[0.10546027 0.99616725 0.00246499],0.005577086229317254
[0.11744011 0.99045913 0.00116946],[0.10546027 0.99616725 0.00246499],0.0026355725659654118
[0.03977892 1.01243823 0.00332747],[0.04356924 1.00057506 0.00808945],0.0008333333333333334
[0.03256507 1.00540862 0.01386202],[0.04356924 1.00057506 0.00808945],0.0012171478171303506
[0.05332602 1.00702369 0.01187328],[0.04890674 0.99455303 0.01022084],0.0008333333333333334
[0.09768897 0.94245305 0.00514482],[0.08252206 0.93973166 0.00201752],0.0014123615564860838
[0.08660117 0.95075595 0.00831066],[0.08252206 0.93973166 0.00201752],0.0012171478171303508
[0.06571018 0.97446656 0.00213254],[0.06066845 0.96232036 0.00432993],0.0016301661512080317
[0.07020831 0.96954556 0.01020915],[0.06066845 0.96232036 0.00432993],0.0010583326651951185
[0.08325131 0.95062963 0.00268539],[7.00485800e-02 9.51159488e-01 9.00723005e-04],0.0008333333333333334
[0.07216601 0.9641475  0.00304684],[7.00485800e-02 9.51159488e-01 9.00723005e-04],0.0008333333333333334
[0.08348236 0.91024059 0.00158674],[0.0702626  0.90856546 0.00112856],0.0012547592621498687
[0.07926928 0.91224172 0.01024683],[0.0702626  0.90856546 0.00112856],0.0008333333333333334
[0.05039537 0.9530417  0.00899481],[0.04953347 0.9404192  0.01320281],0.0017069826004149943
[4.61092164e-02 9.41589000e-01 3.69888529e-04],[0.04953347 0.9404192  0.01320281],0.0008333333333333334
[0.02584921 0.94463974 0.01141907],[0.03207965 0.93294253 0.01288018],0.0008333333333333334
[0.1527387  1.00842178 0.0036087 ],[0.12843507 1.0054404  0.00469291],0.005559881207967195
[0.13268163 1.01467479 0.01332255],[0.12843507 1.0054404  0.00469291],0.0008333333333333334
[0.12915249 0.98417    0.00219164],[0.11744011 0.99045913 0.00116946],0.0023926793871753157
[1.14078069e-01 9.77570672e-01 5.67625190e-04],[0.11744011 0.99045913 0.00116946],0.0014515864092318597
[0.02040756 1.01079478 0.01288114],[0.03256507 1.00540862 0.01386202],0.0010583326651951183
[0.02591525 1.00997636 0.00324631],[0.03256507 1.00540862 0.01386202],0.0008333333333333334
[0.11322595 0.94219062 0.00621966],[0.09768897 0.94245305 0.00514482],0.001254759262149869
[0.1024582  0.9427477  0.01759253],[0.09768897 0.94245305 0.00514482],0.0008333333333333334
[0.09756449 0.95829503 0.00917415],[0.08660117 0.95075595 0.00831066],0.0008333333333333334
[0.08790208 0.96336166 0.0041656 ],[0.08660117 0.95075595 0.00831066],0.0010583326651951185
[0.07340208 0.98535587 0.00232032],[0.06571018 0.97446656 0.00213254],0.00145158640923186
[0.05938124 0.98179811 0.0112961 ],[0.06571018 0.97446656 0.00213254],0.0010583326651951185
[0.07880166 0.97884429 0.01438837],[0.07020831 0.96954556 0.01020915],0.0008333333333333334
[0.08344802 0.97112238 0.01025066],[0.07020831 0.96954556 0.01020915],0.0008333333333333334
[0.0957913  0.90848098 0.00640041],[0.08348236 0.91024059 0.00158674],0.0008333333333333334
[0.09204137 0.92046373 0.00149474],[0.08348236 0.91024059 0.00158674],0.0010583326651951183
