node1,node2,radius
[0.97746728 0.70242811 0.00975711],[1.         0.74138035 0.00975711],0.01363523077094658
[0.95679906 0.67627663 0.00956818],[0.97746728 0.70242811 0.00975711],0.013629257367527304
[0.98623251 0.67499049 0.00472605],[0.97746728 0.70242811 0.00975711],0.0027893048332345433
[0.94158633 0.64819313 0.00265043],[0.95679906 0.67627663 0.00956818],0.013624959808209209
[ 9.29291413e-01  6.70571082e-01 -2.57654349e-04],[0.95679906 0.67627663 0.00956818],0.0008333333333333334
[0.99865299 0.649193   0.00228514],[0.98623251 0.67499049 0.00472605],0.002610539559412179
[0.98672204 0.66242767 0.00916606],[0.98623251 0.67499049 0.00472605],0.0013440816362628033
[0.93336918 0.61723085 0.00160131],[0.94158633 0.64819313 0.00265043],0.01350136210647035
[0.95691456 0.62806679 0.00682633],[0.94158633 0.64819313 0.00265043],0.0031020691935619315
[1.00407057 0.6215308  0.00413841],[0.99865299 0.649193   0.00228514],0.0024104520343516014
[0.99624144 0.63781906 0.00881167],[0.99865299 0.649193   0.00228514],0.0013440816362628035
[0.99355169 0.65099259 0.00977641],[0.98672204 0.66242767 0.00916606],0.0012171478171303508
[0.98885441 0.65201944 0.00111004],[0.98672204 0.66242767 0.00916606],0.0008333333333333334
[0.9286524  0.58618423 0.00325789],[0.93336918 0.61723085 0.00160131],0.013448562138244738
[0.91119937 0.61718592 0.00312607],[0.93336918 0.61723085 0.00160131],0.002213478001301465
[0.96877648 0.61758097 0.00568839],[0.95691456 0.62806679 0.00682633],0.0027145053285859318
[0.94921578 0.61725329 0.00557139],[0.95691456 0.62806679 0.00682633],0.0019051083471430317
[1.00725013 0.5939567  0.00521749],[1.00407057 0.6215308  0.00413841],0.0022899503659973585
[1.00205811 0.61073173 0.01169539],[1.00407057 0.6215308  0.00413841],0.0010583326651951185
[1.00163928 0.62574805 0.01052392],[0.99624144 0.63781906 0.00881167],0.0010583326651951185
[0.98380672 0.63372497 0.00628304],[0.99624144 0.63781906 0.00881167],0.0010583326651951185
[1.00283744 0.64242248 0.0055213 ],[0.99355169 0.65099259 0.00977641],0.0010583326651951185
[0.98349523 0.64233701 0.0110903 ],[0.99355169 0.65099259 0.00977641],0.0008333333333333334
[0.92873554 0.55588801 0.00389481],[0.9286524  0.58618423 0.00325789],0.009726764929504004
[0.90495424 0.57668792 0.00564106],[0.9286524  0.58618423 0.00325789],0.010730455799997783
[0.8960549  0.61736573 0.00270076],[0.91119937 0.61718592 0.00312607],0.0017830975433538374
[0.90099417 0.62576676 0.00315392],[0.91119937 0.61718592 0.00312607],0.0015807882472491579
[0.97249972 0.60492424 0.00761776],[0.96877648 0.61758097 0.00568839],0.002661300561780035
[ 0.97642797  0.60937637 -0.00151697],[0.96877648 0.61758097 0.00568839],0.0008333333333333334
[0.93817595 0.61102546 0.00970828],[0.94921578 0.61725329 0.00557139],0.0008333333333333334
[0.93624722 0.62015994 0.00664171],[0.94921578 0.61725329 0.00557139],0.0018435135758920387
[1.01522134 0.56846737 0.01098534],[1.00725013 0.5939567  0.00521749],0.002098535051556646
[0.99494136 0.58883283 0.00508408],[1.00725013 0.5939567  0.00521749],0.0012171478171303508
[0.99702341 0.59847919 0.01321357],[1.00205811 0.61073173 0.01169539],0.0008333333333333334
[0.98970316 0.6075792  0.00779739],[1.00205811 0.61073173 0.01169539],0.0008333333333333334
[1.01030363 0.61666952 0.00601978],[1.00163928 0.62574805 0.01052392],0.0008333333333333334
[0.99425821 0.61757775 0.00300436],[1.00163928 0.62574805 0.01052392],0.0008333333333333334
[ 0.9731059   0.63484811 -0.00159152],[0.98380672 0.63372497 0.00628304],0.0008333333333333334
[0.97405787 0.62977689 0.01447757],[0.98380672 0.63372497 0.00628304],0.0008333333333333334
[1.01151077 0.63260519 0.00800565],[1.00283744 0.64242248 0.0055213 ],0.0008333333333333334
[1.0143318  0.64040874 0.01197129],[1.00283744 0.64242248 0.0055213 ],0.0008333333333333334
[0.92530553 0.52643076 0.00640005],[0.92873554 0.55588801 0.00389481],0.009619758539281032
[0.94244344 0.54054881 0.00431844],[0.92873554 0.55588801 0.00389481],0.0023871426241910644
[0.88029643 0.57178408 0.00801486],[0.90495424 0.57668792 0.00564106],0.010702596104565028
[0.90271001 0.56167214 0.00216087],[0.90495424 0.57668792 0.00564106],0.0014987377253158807
[0.88310508 0.62025204 0.00402337],[0.8960549  0.61736573 0.00270076],0.001254759262149869
[0.88949785 0.60921805 0.01097108],[0.8960549  0.61736573 0.00270076],0.00145158640923186
[0.89564227 0.63688257 0.00821097],[0.90099417 0.62576676 0.00315392],0.0014515864092318597
[8.87974126e-01 6.24480792e-01 5.84408301e-04],[0.90099417 0.62576676 0.00315392],0.0008333333333333334
[0.970985   0.59167907 0.00783903],[0.97249972 0.60492424 0.00761776],0.002380983807003168
[9.61993943e-01 6.01164958e-01 3.18835934e-04],[0.97249972 0.60492424 0.00761776],0.0017069826004149943
