node1,node2,radius
[0.47744833 0.02332551 0.00574708],[0.4389656  0.         0.00574708],0.001868247364615436
[0.48457328 0.03453353 0.00692745],[0.47744833 0.02332551 0.00574708],0.0017777385704942133
[0.48797638 0.01550357 0.00334809],[0.47744833 0.02332551 0.00574708],0.0012171478171303508
[0.4937779  0.04387867 0.00931932],[0.48457328 0.03453353 0.00692745],0.0015457767518879818
[0.49606576 0.02864237 0.01024332],[0.48457328 0.03453353 0.00692745],0.0012171478171303508
[0.49841881 0.00722986 0.00281986],[0.48797638 0.01550357 0.00334809],0.0010583326651951185
[0.49615205 0.01988286 0.01292712],[0.48797638 0.01550357 0.00334809],0.0008333333333333334
[0.5018182  0.05431668 0.01136362],[0.4937779  0.04387867 0.00931932],0.0013440816362628033
[0.48847562 0.05408215 0.00257004],[0.4937779  0.04387867 0.00931932],0.0010583326651951185
[0.50757492 0.02279799 0.01358401],[0.49606576 0.02864237 0.01024332],0.0008333333333333334
[0.50629356 0.03719425 0.01043077],[0.49606576 0.02864237 0.01024332],0.0010583326651951185
[0.5103174  0.00125055 0.00214969],[0.49841881 0.00722986 0.00281986],0.0008333333333333334
[ 5.09433081e-01  1.40268152e-02 -3.84054593e-04],[0.49841881 0.00722986 0.00281986],0.0008333333333333334
[0.50874859 0.0655131  0.00926893],[0.5018182  0.05431668 0.01136362],0.0008333333333333334
[0.49498079 0.06540202 0.00851004],[0.5018182  0.05431668 0.01136362],0.0012171478171303508
[0.47810746 0.06241667 0.00166748],[0.48847562 0.05408215 0.00257004],0.0008333333333333334
[0.4835125  0.0623246  0.01180081],[0.48847562 0.05408215 0.00257004],0.0008333333333333334
[0.51912234 0.04069975 0.01138561],[0.50629356 0.03719425 0.01043077],0.0008333333333333334
[ 0.51106226  0.04021582 -0.00164845],[0.50629356 0.03719425 0.01043077],0.0008333333333333334
[0.4856196  0.07432865 0.00527568],[0.49498079 0.06540202 0.00851004],0.0008333333333333334
[0.4986696  0.07793215 0.00583306],[0.49498079 0.06540202 0.00851004],0.0010583326651951185
[4.71758248e-01 7.40400230e-02 1.30261017e-04],[0.47810746 0.06241667 0.00166748],0.0008333333333333334
